exp,target,seed,config,nmi,ari,seconds
tune,0.55_1.0,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.2
mcdepth,0.55_1.0,2,mc_d2,1.0,1.0,6.87
tune,0.55_1.0,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.83
tune,0.55_1.0,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.17
tune,0.55_1.0,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.93
tune,0.55_1.0,2,lr:0.01|do:0.0|h:128,1.0,1.0,3.86
tune,0.55_1.0,2,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.18
mcdepth,0.55_1.0,2,mc_d3,0.9859,0.992,9.74
tune,0.55_1.0,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.85
depth,0.55_1.0,3,d2,1.0,1.0,4.59
tune,0.55_1.0,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.17
depth,0.55_1.0,3,d3,1.0,1.0,5.75
mcdepth,0.55_1.0,3,mc_d2,1.0,1.0,6.97
tune,0.55_1.0,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.91
tune,0.55_1.0,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.15
tune,0.55_1.0,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.85
mcdepth,0.55_1.0,3,mc_d3,1.0,1.0,9.76
tune,0.55_1.0,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.89
tune,0.55_1.0,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.23
tune,0.55_1.0,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.9
depth,0.55_1.0,4,d2,0.9953,0.9973,4.51
tune,0.55_1.0,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.17
depth,0.55_1.0,4,d3,0.9859,0.992,5.92
mcdepth,0.55_1.0,4,mc_d2,1.0,1.0,7.12
tune,0.55_1.0,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.9
tune,0.55_1.0,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.23
tune,0.55_1.0,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.85
mcdepth,0.55_1.0,4,mc_d3,1.0,1.0,9.67
tune,0.55_1.0,4,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.94
tune,0.55_1.0,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.18
tune,0.55_1.0,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.91
depth,0.55_1.5,0,d2,0.9906,0.9947,4.49
tune,0.55_1.5,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.21
depth,0.55_1.5,0,d3,0.9704,0.9813,5.97
mcdepth,0.55_1.5,0,mc_d2,1.0,1.0,7.05
tune,0.55_1.5,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.84
tune,0.55_1.5,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.25
mcdepth,0.55_1.5,0,mc_d3,0.9812,0.9893,9.28
tune,0.55_1.5,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.91
tune,0.55_1.5,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.88
tune,0.55_1.5,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.18
tune,0.55_1.5,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.97
depth,0.55_1.5,1,d2,0.9953,0.9973,4.52
depth,0.55_1.5,1,d3,0.9869,0.992,6.06
mcdepth,0.55_1.5,1,mc_d2,1.0,1.0,6.98
tune,0.55_1.5,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.35
tune,0.55_1.5,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.93
tune,0.55_1.5,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.21
mcdepth,0.55_1.5,1,mc_d3,0.9953,0.9973,9.47
tune,0.55_1.5,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.92
tune,0.55_1.5,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.96
tune,0.55_1.5,1,lr:0.01|do:0.5|h:64,1.0,1.0,3.16
tune,0.55_1.5,1,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.91
depth,0.55_1.5,2,d2,0.9953,0.9973,4.54
depth,0.55_1.5,2,d3,0.9953,0.9973,6.16
tune,0.55_1.5,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.21
mcdepth,0.55_1.5,2,mc_d2,1.0,1.0,7.03
tune,0.55_1.5,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.88
tune,0.55_1.5,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.19
mcdepth,0.55_1.5,2,mc_d3,0.9859,0.992,9.26
tune,0.55_1.5,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.98
tune,0.55_1.5,2,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.9
tune,0.55_1.5,2,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.19
tune,0.55_1.5,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.9
depth,0.55_1.5,3,d2,1.0,1.0,4.5
tune,0.55_1.5,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.2
depth,0.55_1.5,3,d3,1.0,1.0,5.92
mcdepth,0.55_1.5,3,mc_d2,1.0,1.0,7.12
tune,0.55_1.5,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.9
tune,0.55_1.5,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.23
tune,0.55_1.5,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.92
mcdepth,0.55_1.5,3,mc_d3,1.0,1.0,9.59
tune,0.55_1.5,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.95
tune,0.55_1.5,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.14
tune,0.55_1.5,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.99
depth,0.55_1.5,4,d2,0.9953,0.9973,4.57
tune,0.55_1.5,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.3
depth,0.55_1.5,4,d3,0.9906,0.9947,6.03
mcdepth,0.55_1.5,4,mc_d2,1.0,1.0,7.05
tune,0.55_1.5,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.96
tune,0.55_1.5,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.27
mcdepth,0.55_1.5,4,mc_d3,1.0,1.0,9.4
tune,0.55_1.5,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.93
tune,0.55_1.5,4,lr:0.01|do:0.0|h:128,1.0,1.0,3.92
tune,0.55_1.5,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.22
tune,0.55_1.5,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.97
depth,0.65_0.0,0,d2,0.3908,0.3929,4.49
depth,0.65_0.0,0,d3,0.9293,0.9527,5.76
tune,0.65_0.0,0,lr:0.001|do:0.0|h:64,0.1079,0.0956,3.26
mcdepth,0.65_0.0,0,mc_d2,0.7192,0.7477,7.01
tune,0.65_0.0,0,lr:0.001|do:0.0|h:128,0.0706,0.0663,3.87
tune,0.65_0.0,0,lr:0.01|do:0.0|h:64,0.1306,0.1159,3.25
tune,0.65_0.0,0,lr:0.001|do:0.5|h:128,0.1015,0.093,3.87
mcdepth,0.65_0.0,0,mc_d3,0.7134,0.6563,9.53
tune,0.65_0.0,0,lr:0.01|do:0.0|h:128,0.1887,0.1885,3.88
tune,0.65_0.0,0,lr:0.01|do:0.5|h:64,0.2297,0.233,3.15
tune,0.65_0.0,0,lr:0.01|do:0.5|h:128,0.2699,0.289,4.02
depth,0.65_0.0,1,d2,0.1322,0.1256,4.49
depth,0.65_0.0,1,d3,0.8536,0.8793,5.91
tune,0.65_0.0,1,lr:0.001|do:0.0|h:64,0.0297,0.0254,3.29
mcdepth,0.65_0.0,1,mc_d2,0.45,0.4167,7.02
tune,0.65_0.0,1,lr:0.001|do:0.0|h:128,0.0274,0.0212,3.89
mcdepth,0.65_0.0,1,mc_d3,0.933,0.9554,9.34
tune,0.65_0.0,1,lr:0.01|do:0.0|h:64,0.06,0.0489,3.27
tune,0.65_0.0,1,lr:0.001|do:0.5|h:128,0.0416,0.0343,3.91
tune,0.65_0.0,1,lr:0.01|do:0.0|h:128,0.0417,0.0356,3.91
tune,0.65_0.0,1,lr:0.01|do:0.5|h:64,0.1157,0.1109,3.19
tune,0.65_0.0,1,lr:0.01|do:0.5|h:128,0.1178,0.1116,3.88
depth,0.65_0.0,2,d2,0.1551,0.1387,4.64
depth,0.65_0.0,2,d3,0.678,0.7114,5.83
tune,0.65_0.0,2,lr:0.001|do:0.0|h:64,0.0435,0.0366,3.21
mcdepth,0.65_0.0,2,mc_d2,0.5995,0.5725,6.98
tune,0.65_0.0,2,lr:0.001|do:0.0|h:128,0.0451,0.0386,3.97
tune,0.65_0.0,2,lr:0.01|do:0.0|h:64,0.0606,0.0557,3.17
mcdepth,0.65_0.0,2,mc_d3,0.6013,0.5581,9.51
tune,0.65_0.0,2,lr:0.001|do:0.5|h:128,0.0599,0.0528,3.91
tune,0.65_0.0,2,lr:0.01|do:0.0|h:128,0.0885,0.0784,3.89
tune,0.65_0.0,2,lr:0.01|do:0.5|h:64,0.1525,0.1506,3.34
tune,0.65_0.0,2,lr:0.01|do:0.5|h:128,0.1513,0.1485,3.84
depth,0.65_0.0,3,d2,0.3476,0.3491,4.54
depth,0.65_0.0,3,d3,0.9551,0.9709,5.85
tune,0.65_0.0,3,lr:0.001|do:0.0|h:64,0.053,0.0459,3.18
mcdepth,0.65_0.0,3,mc_d2,0.8867,0.9194,7.04
tune,0.65_0.0,3,lr:0.001|do:0.0|h:128,0.0379,0.0316,3.87
tune,0.65_0.0,3,lr:0.01|do:0.0|h:64,0.0687,0.0589,3.17
tune,0.65_0.0,3,lr:0.001|do:0.5|h:128,0.0516,0.0386,3.97
tune,0.65_0.0,3,lr:0.01|do:0.0|h:128,0.0731,0.0617,3.92
mcdepth,0.65_0.0,3,mc_d3,0.9644,0.9788,9.88
tune,0.65_0.0,3,lr:0.01|do:0.5|h:64,0.1524,0.1315,3.18
tune,0.65_0.0,3,lr:0.01|do:0.5|h:128,0.1432,0.1305,3.87
depth,0.65_0.0,4,d2,0.1184,0.111,4.55
tune,0.65_0.0,4,lr:0.001|do:0.0|h:64,0.0254,0.0202,3.19
depth,0.65_0.0,4,d3,0.9775,0.9867,6.02
mcdepth,0.65_0.0,4,mc_d2,0.6328,0.634,7.0
tune,0.65_0.0,4,lr:0.001|do:0.0|h:128,0.0547,0.0405,3.91
tune,0.65_0.0,4,lr:0.01|do:0.0|h:64,0.0445,0.0375,3.29
tune,0.65_0.0,4,lr:0.001|do:0.5|h:128,0.0682,0.0614,3.88
mcdepth,0.65_0.0,4,mc_d3,0.7273,0.6653,9.66
tune,0.65_0.0,4,lr:0.01|do:0.5|h:64,0.0759,0.067,3.25
tune,0.65_0.0,4,lr:0.01|do:0.0|h:128,0.1073,0.0953,3.91
tune,0.65_0.0,4,lr:0.01|do:0.5|h:128,0.1646,0.1635,3.98
depth,0.65_0.2,0,d2,0.9363,0.9604,4.5
tune,0.65_0.2,0,lr:0.001|do:0.0|h:64,0.9239,0.9501,3.31
depth,0.65_0.2,0,d3,0.9658,0.9788,5.92
mcdepth,0.65_0.2,0,mc_d2,0.9859,0.992,6.95
tune,0.65_0.2,0,lr:0.001|do:0.0|h:128,0.92,0.945,3.85
tune,0.65_0.2,0,lr:0.01|do:0.0|h:64,0.9486,0.9682,3.21
mcdepth,0.65_0.2,0,mc_d3,0.9859,0.992,9.59
tune,0.65_0.2,0,lr:0.001|do:0.5|h:128,0.8885,0.9197,3.98
tune,0.65_0.2,0,lr:0.01|do:0.0|h:128,0.9245,0.9501,3.83
tune,0.65_0.2,0,lr:0.01|do:0.5|h:64,0.9219,0.9476,3.15
tune,0.65_0.2,0,lr:0.01|do:0.5|h:128,0.91,0.9398,3.92
depth,0.65_0.2,1,d2,0.9229,0.9499,4.59
depth,0.65_0.2,1,d3,0.9648,0.9788,5.82
tune,0.65_0.2,1,lr:0.001|do:0.0|h:64,0.8922,0.9242,3.24
mcdepth,0.65_0.2,1,mc_d2,0.9859,0.992,7.2
tune,0.65_0.2,1,lr:0.001|do:0.0|h:128,0.8822,0.9163,3.94
tune,0.65_0.2,1,lr:0.01|do:0.0|h:64,0.9303,0.9552,3.22
mcdepth,0.65_0.2,1,mc_d3,0.9859,0.992,9.31
tune,0.65_0.2,1,lr:0.001|do:0.5|h:128,0.873,0.9113,3.91
tune,0.65_0.2,1,lr:0.01|do:0.0|h:128,0.9319,0.9577,3.97
tune,0.65_0.2,1,lr:0.01|do:0.5|h:64,0.9206,0.9475,3.23
tune,0.65_0.2,1,lr:0.01|do:0.5|h:128,0.9236,0.9525,3.92
depth,0.65_0.2,2,d2,0.9052,0.9396,4.52
tune,0.65_0.2,2,lr:0.001|do:0.0|h:64,0.855,0.894,3.23
mcdepth,0.65_0.2,2,mc_d2,0.957,0.9735,6.9
depth,0.65_0.2,2,d3,0.9317,0.9552,6.0
tune,0.65_0.2,2,lr:0.001|do:0.0|h:128,0.8657,0.904,3.86
tune,0.65_0.2,2,lr:0.01|do:0.0|h:64,0.8783,0.9139,3.15
tune,0.65_0.2,2,lr:0.001|do:0.5|h:128,0.7972,0.8453,3.97
tune,0.65_0.2,2,lr:0.01|do:0.0|h:128,0.8705,0.9065,3.93
mcdepth,0.65_0.2,2,mc_d3,0.9775,0.9867,9.57
tune,0.65_0.2,2,lr:0.01|do:0.5|h:64,0.8444,0.8868,3.13
tune,0.65_0.2,2,lr:0.01|do:0.5|h:128,0.8582,0.8992,3.88
depth,0.65_0.2,3,d2,0.9644,0.9788,4.61
depth,0.65_0.2,3,d3,0.9738,0.9841,5.97
tune,0.65_0.2,3,lr:0.001|do:0.0|h:64,0.9513,0.9708,3.22
mcdepth,0.65_0.2,3,mc_d2,0.9728,0.9841,7.18
tune,0.65_0.2,3,lr:0.001|do:0.0|h:128,0.9517,0.9709,3.99
tune,0.65_0.2,3,lr:0.01|do:0.0|h:64,0.9527,0.9709,3.26
mcdepth,0.65_0.2,3,mc_d3,0.9953,0.9973,9.35
tune,0.65_0.2,3,lr:0.001|do:0.5|h:128,0.9188,0.9473,3.96
tune,0.65_0.2,3,lr:0.01|do:0.0|h:128,0.9607,0.9761,3.96
tune,0.65_0.2,3,lr:0.01|do:0.5|h:64,0.9444,0.963,3.25
tune,0.65_0.2,3,lr:0.01|do:0.5|h:128,0.9496,0.9682,3.9
depth,0.65_0.2,4,d2,0.9347,0.9553,4.48
tune,0.65_0.2,4,lr:0.001|do:0.0|h:64,0.9305,0.9552,3.2
mcdepth,0.65_0.2,4,mc_d2,0.9869,0.992,7.02
depth,0.65_0.2,4,d3,0.9701,0.9814,6.01
tune,0.65_0.2,4,lr:0.001|do:0.0|h:128,0.9157,0.9447,3.91
tune,0.65_0.2,4,lr:0.01|do:0.0|h:64,0.9406,0.963,3.23
tune,0.65_0.2,4,lr:0.001|do:0.5|h:128,0.9059,0.9371,3.92
tune,0.65_0.2,4,lr:0.01|do:0.0|h:128,0.9356,0.9579,3.97
tune,0.65_0.2,4,lr:0.01|do:0.5|h:64,0.9276,0.9526,3.16
mcdepth,0.65_0.2,4,mc_d3,0.9906,0.9947,9.74
tune,0.65_0.2,4,lr:0.01|do:0.5|h:128,0.935,0.9578,3.95
depth,0.65_0.35,0,d2,0.9822,0.9894,4.61
depth,0.65_0.35,0,d3,0.9953,0.9973,5.84
tune,0.65_0.35,0,lr:0.001|do:0.0|h:64,0.9728,0.9841,3.24
mcdepth,0.65_0.35,0,mc_d2,0.9953,0.9973,7.11
tune,0.65_0.35,0,lr:0.001|do:0.0|h:128,0.9728,0.9841,3.85
tune,0.65_0.35,0,lr:0.01|do:0.0|h:64,0.9812,0.9893,3.2
mcdepth,0.65_0.35,0,mc_d3,1.0,1.0,9.57
tune,0.65_0.35,0,lr:0.001|do:0.5|h:128,0.9822,0.9894,3.84
tune,0.65_0.35,0,lr:0.01|do:0.5|h:64,0.9812,0.9893,3.08
tune,0.65_0.35,0,lr:0.01|do:0.0|h:128,0.9812,0.9893,3.81
tune,0.65_0.35,0,lr:0.01|do:0.5|h:128,0.9812,0.9893,3.56
depth,0.65_0.35,1,d2,0.9859,0.992,4.13
mcdepth,0.65_0.35,1,mc_d2,0.9859,0.992,6.18
tune,0.65_0.35,1,lr:0.001|do:0.0|h:64,0.9822,0.9894,2.99
depth,0.65_0.35,1,d3,0.9906,0.9947,5.42
tune,0.65_0.35,1,lr:0.001|do:0.0|h:128,0.9644,0.9788,3.93
tune,0.65_0.35,1,lr:0.01|do:0.0|h:64,0.9953,0.9973,3.46
tune,0.65_0.35,1,lr:0.001|do:0.5|h:128,0.9742,0.984,4.03
tune,0.65_0.35,1,lr:0.01|do:0.0|h:128,0.9859,0.992,4.08
mcdepth,0.65_0.35,1,mc_d3,0.9906,0.9947,9.48
tune,0.65_0.35,1,lr:0.01|do:0.5|h:64,0.9859,0.992,3.16
tune,0.65_0.35,1,lr:0.01|do:0.5|h:128,0.9859,0.992,3.88
depth,0.65_0.35,2,d2,0.9812,0.9893,4.33
depth,0.65_0.35,2,d3,0.9832,0.9893,5.91
tune,0.65_0.35,2,lr:0.001|do:0.0|h:64,0.9597,0.9761,3.14
mcdepth,0.65_0.35,2,mc_d2,0.9765,0.9867,6.72
tune,0.65_0.35,2,lr:0.001|do:0.0|h:128,0.9367,0.9604,3.79
tune,0.65_0.35,2,lr:0.01|do:0.0|h:64,0.9906,0.9947,3.16
mcdepth,0.65_0.35,2,mc_d3,0.9832,0.9894,8.96
tune,0.65_0.35,2,lr:0.001|do:0.5|h:128,0.9597,0.9761,3.9
tune,0.65_0.35,2,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.78
tune,0.65_0.35,2,lr:0.01|do:0.5|h:64,0.9812,0.9893,3.0
tune,0.65_0.35,2,lr:0.01|do:0.5|h:128,0.9822,0.9893,3.88
depth,0.65_0.35,3,d2,0.9906,0.9947,4.38
tune,0.65_0.35,3,lr:0.001|do:0.0|h:64,0.9785,0.9867,3.1
depth,0.65_0.35,3,d3,0.9953,0.9973,5.98
mcdepth,0.65_0.35,3,mc_d2,1.0,1.0,6.9
tune,0.65_0.35,3,lr:0.001|do:0.0|h:128,0.9785,0.9867,3.94
tune,0.65_0.35,3,lr:0.01|do:0.0|h:64,0.9822,0.9894,3.29
mcdepth,0.65_0.35,3,mc_d3,1.0,1.0,9.4
tune,0.65_0.35,3,lr:0.001|do:0.5|h:128,0.9785,0.9867,4.0
tune,0.65_0.35,3,lr:0.01|do:0.0|h:128,0.9785,0.9867,3.97
tune,0.65_0.35,3,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.07
tune,0.65_0.35,3,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.8
depth,0.65_0.35,4,d2,0.9953,0.9973,4.56
depth,0.65_0.35,4,d3,1.0,1.0,5.88
tune,0.65_0.35,4,lr:0.001|do:0.0|h:64,0.9869,0.992,3.22
mcdepth,0.65_0.35,4,mc_d2,1.0,1.0,6.68
tune,0.65_0.35,4,lr:0.001|do:0.0|h:128,0.9751,0.984,3.8
tune,0.65_0.35,4,lr:0.01|do:0.0|h:64,0.9916,0.9947,3.35
mcdepth,0.65_0.35,4,mc_d3,1.0,1.0,9.59
tune,0.65_0.35,4,lr:0.001|do:0.5|h:128,0.9738,0.9841,4.01
tune,0.65_0.35,4,lr:0.01|do:0.0|h:128,0.9916,0.9947,4.07
tune,0.65_0.35,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.17
tune,0.65_0.35,4,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.83
depth,0.65_0.5,0,d2,1.0,1.0,4.39
depth,0.65_0.5,0,d3,0.9953,0.9973,5.55
tune,0.65_0.5,0,lr:0.001|do:0.0|h:64,0.9822,0.9894,3.04
mcdepth,0.65_0.5,0,mc_d2,1.0,1.0,6.82
tune,0.65_0.5,0,lr:0.001|do:0.0|h:128,0.9822,0.9894,3.76
tune,0.65_0.5,0,lr:0.01|do:0.0|h:64,0.9906,0.9947,3.03
tune,0.65_0.5,0,lr:0.001|do:0.5|h:128,0.9906,0.9947,3.79
mcdepth,0.65_0.5,0,mc_d3,1.0,1.0,9.47
tune,0.65_0.5,0,lr:0.01|do:0.0|h:128,0.9859,0.992,3.89
tune,0.65_0.5,0,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.04
tune,0.65_0.5,0,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.75
depth,0.65_0.5,1,d2,1.0,1.0,4.37
tune,0.65_0.5,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.06
depth,0.65_0.5,1,d3,1.0,1.0,5.8
mcdepth,0.65_0.5,1,mc_d2,1.0,1.0,6.99
tune,0.65_0.5,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.8
tune,0.65_0.5,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.05
tune,0.65_0.5,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.81
mcdepth,0.65_0.5,1,mc_d3,1.0,1.0,9.39
tune,0.65_0.5,1,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.1
tune,0.65_0.5,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.89
tune,0.65_0.5,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.77
depth,0.65_0.5,2,d2,0.9953,0.9973,4.41
tune,0.65_0.5,2,lr:0.001|do:0.0|h:64,0.9906,0.9947,3.04
depth,0.65_0.5,2,d3,1.0,1.0,5.66
mcdepth,0.65_0.5,2,mc_d2,0.9953,0.9973,6.85
tune,0.65_0.5,2,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.82
tune,0.65_0.5,2,lr:0.01|do:0.0|h:64,0.9906,0.9947,3.1
tune,0.65_0.5,2,lr:0.001|do:0.5|h:128,0.9906,0.9947,3.76
mcdepth,0.65_0.5,2,mc_d3,1.0,1.0,9.35
tune,0.65_0.5,2,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.83
tune,0.65_0.5,2,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.1
tune,0.65_0.5,2,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.77
depth,0.65_0.5,3,d2,1.0,1.0,4.4
tune,0.65_0.5,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.11
depth,0.65_0.5,3,d3,1.0,1.0,5.85
mcdepth,0.65_0.5,3,mc_d2,1.0,1.0,7.05
tune,0.65_0.5,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.81
tune,0.65_0.5,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.01
tune,0.65_0.5,3,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.8
mcdepth,0.65_0.5,3,mc_d3,1.0,1.0,9.69
tune,0.65_0.5,3,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.04
tune,0.65_0.5,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.87
tune,0.65_0.5,3,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.78
depth,0.65_0.5,4,d2,1.0,1.0,4.33
tune,0.65_0.5,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.09
depth,0.65_0.5,4,d3,1.0,1.0,5.58
mcdepth,0.65_0.5,4,mc_d2,1.0,1.0,7.09
tune,0.65_0.5,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.77
tune,0.65_0.5,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.04
tune,0.65_0.5,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.79
mcdepth,0.65_0.5,4,mc_d3,1.0,1.0,9.58
tune,0.65_0.5,4,lr:0.01|do:0.5|h:64,1.0,1.0,3.05
tune,0.65_0.5,4,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.88
tune,0.65_0.5,4,lr:0.01|do:0.5|h:128,1.0,1.0,3.72
depth,0.65_0.65,0,d2,1.0,1.0,4.4
tune,0.65_0.65,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.02
depth,0.65_0.65,0,d3,1.0,1.0,5.53
mcdepth,0.65_0.65,0,mc_d2,1.0,1.0,6.87
tune,0.65_0.65,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.73
tune,0.65_0.65,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.07
tune,0.65_0.65,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.8
mcdepth,0.65_0.65,0,mc_d3,1.0,1.0,9.59
tune,0.65_0.65,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.84
tune,0.65_0.65,0,lr:0.01|do:0.5|h:64,1.0,1.0,3.1
tune,0.65_0.65,0,lr:0.01|do:0.5|h:128,1.0,1.0,3.78
depth,0.65_0.65,1,d2,1.0,1.0,4.4
tune,0.65_0.65,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.1
depth,0.65_0.65,1,d3,1.0,1.0,5.82
mcdepth,0.65_0.65,1,mc_d2,1.0,1.0,7.16
tune,0.65_0.65,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.81
tune,0.65_0.65,1,lr:0.01|do:0.0|h:64,1.0,1.0,3.1
tune,0.65_0.65,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.78
mcdepth,0.65_0.65,1,mc_d3,1.0,1.0,9.58
tune,0.65_0.65,1,lr:0.01|do:0.5|h:64,1.0,1.0,3.11
tune,0.65_0.65,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.95
tune,0.65_0.65,1,lr:0.01|do:0.5|h:128,1.0,1.0,3.83
depth,0.65_0.65,2,d2,1.0,1.0,4.35
depth,0.65_0.65,2,d3,1.0,1.0,5.64
tune,0.65_0.65,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.1
mcdepth,0.65_0.65,2,mc_d2,1.0,1.0,6.93
tune,0.65_0.65,2,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.79
tune,0.65_0.65,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.11
tune,0.65_0.65,2,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.78
mcdepth,0.65_0.65,2,mc_d3,1.0,1.0,9.56
tune,0.65_0.65,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.12
tune,0.65_0.65,2,lr:0.01|do:0.0|h:128,1.0,1.0,3.9
tune,0.65_0.65,2,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.77
depth,0.65_0.65,3,d2,1.0,1.0,4.4
tune,0.65_0.65,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.09
depth,0.65_0.65,3,d3,1.0,1.0,5.68
mcdepth,0.65_0.65,3,mc_d2,1.0,1.0,7.12
tune,0.65_0.65,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.83
tune,0.65_0.65,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.15
tune,0.65_0.65,3,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.81
mcdepth,0.65_0.65,3,mc_d3,1.0,1.0,9.75
tune,0.65_0.65,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.14
tune,0.65_0.65,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.98
tune,0.65_0.65,3,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.81
depth,0.65_0.65,4,d2,1.0,1.0,4.43
tune,0.65_0.65,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.13
depth,0.65_0.65,4,d3,1.0,1.0,5.78
mcdepth,0.65_0.65,4,mc_d2,1.0,1.0,7.07
tune,0.65_0.65,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.85
tune,0.65_0.65,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.12
tune,0.65_0.65,4,lr:0.001|do:0.5|h:128,1.0,1.0,3.83
